CODI_BARRI,BARRI,Any
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
5.0,el Fort Pienc,2023
5.0,el Fort Pienc,2023
5.0,el Fort Pienc,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
10.0,Sant Antoni,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
9.0,la Nova Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
9.0,la Nova Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
9.0,la Nova Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
10.0,Sant Antoni,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
5.0,el Fort Pienc,2023
5.0,el Fort Pienc,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
9.0,la Nova Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
9.0,la Nova Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
10.0,Sant Antoni,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
10.0,Sant Antoni,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
9.0,la Nova Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
5.0,el Fort Pienc,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
10.0,Sant Antoni,2023
5.0,el Fort Pienc,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
10.0,Sant Antoni,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
5.0,el Fort Pienc,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
5.0,el Fort Pienc,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
10.0,Sant Antoni,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
5.0,el Fort Pienc,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
6.0,la Sagrada Família,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
9.0,la Nova Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
10.0,Sant Antoni,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
10.0,Sant Antoni,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
5.0,el Fort Pienc,2023
7.0,la Dreta de l'Eixample,2023
5.0,el Fort Pienc,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
5.0,el Fort Pienc,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
10.0,Sant Antoni,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
10.0,Sant Antoni,2023
9.0,la Nova Esquerra de l'Eixample,2023
10.0,Sant Antoni,2023
10.0,Sant Antoni,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
6.0,la Sagrada Família,2023
7.0,la Dreta de l'Eixample,2023
6.0,la Sagrada Família,2023
9.0,la Nova Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
7.0,la Dreta de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
5.0,el Fort Pienc,2023
9.0,la Nova Esquerra de l'Eixample,2023
8.0,l'Antiga Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
6.0,la Sagrada Família,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
9.0,la Nova Esquerra de l'Eixample,2023
